iter	RMSE
253	0.5021452377
254	0.5008408139
255	0.4992158171
256	0.4988571669
257	0.4979686042
258	0.4966178519
259	0.496215945
260	0.4958983552
261	0.4952793223
262	0.4951611641
263	0.4948371182
264	0.4939645506
265	0.4931496455
266	0.4927687019
267	0.4924079202
268	0.4917686316
269	0.4909811007
270	0.4905995207
271	0.4895420125
272	0.4878339203
273	0.4875498937
274	0.4862571305
275	0.4855210099
276	0.4842644842
277	0.4837489575
278	0.4821068032
279	0.4817204803
280	0.480599561
281	0.4798607397
282	0.4784340144
283	0.4781467717
284	0.4777348619
285	0.4769976682
286	0.4760103041
287	0.474883952
288	0.4741292975
289	0.4734492756
290	0.472495535
291	0.4718730936
292	0.4712474904
293	0.4702845435
294	0.4699785326
295	0.4693907052
296	0.4691650083
297	0.4679393609
298	0.4671939982
299	0.4666176303
300	0.4652651928
301	0.4649549278
302	0.4642301829
303	0.4639004738
304	0.4637728763
305	0.4628063234
306	0.4624452417
307	0.4611536052
308	0.4607012742
309	0.4594880949
310	0.4592639257
311	0.4587205979
312	0.4584108859
313	0.4578192496
314	0.4576030055
315	0.4571715536
316	0.4560179318
317	0.455847156
318	0.4553546192
319	0.454563328
320	0.4538325838
321	0.4533279016
322	0.4527704198
323	0.4525017238
324	0.4522826557
325	0.450997869
326	0.4507604424
327	0.4504587032
328	0.4502312628
329	0.4499632031
330	0.4497857858
331	0.4495748604
332	0.4487329443
333	0.4480587436
334	0.4468959472
335	0.4465659059
336	0.4459124714
337	0.444788291
338	0.4445926651
339	0.4441361509
340	0.4429235978
341	0.4425983005
342	0.4423979727
343	0.44211615
344	0.4419570291
345	0.4409663579
346	0.4397381412
347	0.4390901452
348	0.4383963644
349	0.4382463013
350	0.4380476144
351	0.4377107599
352	0.4375342415
353	0.437163092
354	0.436710797
355	0.4357992127
356	0.4355979848
357	0.4346605459
358	0.4341664397
359	0.4336200067
360	0.4327397409
361	0.4325899631
362	0.4322430226
363	0.4318886357
364	0.4308367105
365	0.4302960215
366	0.4293113672
367	0.4291535031
368	0.4282609467
369	0.4273524429
370	0.4271472638
371	0.4270198318
372	0.4265657776
373	0.4263169614
374	0.4254815442
375	0.4247508155
376	0.4239584051
377	0.4237011223
378	0.4234109752
379	0.4229483383
380	0.4228296725
381	0.4224224675
382	0.4221667014
383	0.4219808005
384	0.4216096133
385	0.4211919134
386	0.4201607328
387	0.4198698789
388	0.4197262045
389	0.4195843245
390	0.4193465648
391	0.4191262229
392	0.4181675322
393	0.4173739745
394	0.4168019317
395	0.4163428036
396	0.4161110294
397	0.4151754461
398	0.4150085235
399	0.4141664189
400	0.4139835504
401	0.413161911
402	0.4120993888
403	0.4112161715
404	0.411042022
405	0.4104923884
406	0.4103098086
407	0.4101300468
408	0.4099137895
409	0.4096780982
410	0.4089647846
411	0.4088148619
412	0.4079566656
413	0.4076553325
414	0.4069981524
415	0.4061352544
416	0.4057405888
417	0.4055686649
418	0.4050288122
419	0.4047387065
420	0.4043291474
421	0.4037792983
422	0.4026748257
423	0.4018522879
424	0.4010773059
425	0.4009007676
426	0.4007429983
427	0.4005662039
428	0.4003471603
429	0.400225463
430	0.4000653869
431	0.3996831262
432	0.398968084
433	0.3982367846
434	0.397793477
435	0.397076807
436	0.3963474786
437	0.395778911
438	0.3956151708
439	0.3954865383
440	0.3946461928
441	0.3944639179
442	0.3940949392
443	0.3938991462
444	0.3933398854
445	0.3932053904
446	0.3923353134
447	0.3913877969
448	0.3912578865
449	0.3904279272
450	0.3902180131
451	0.3894252299
452	0.3888046852
453	0.3886741474
454	0.3883191955
455	0.3879460138
456	0.3875720531
457	0.3867467917
458	0.386216648
459	0.3859593828
460	0.3857998958
461	0.3856366058
462	0.3855066622
463	0.3851499591
464	0.3849945631
465	0.3844551662
466	0.3840741525
467	0.3838440723
468	0.3831569507
469	0.382558986
470	0.3821756221
471	0.3819795665
472	0.3812606956
473	0.380805667
474	0.3803266116
475	0.3802038017
476	0.3800657965
477	0.3799259124
478	0.3793236906
479	0.3791132147
480	0.3787723811
481	0.3782305502
482	0.3778730362
483	0.3777508504
484	0.3775487162
485	0.3771615732
486	0.3768161643
487	0.3766634263
488	0.3763017643
489	0.3758218216
490	0.375472758
491	0.3746455241
492	0.3742357297
493	0.3740800898
494	0.3733768593
495	0.3730330906
496	0.3728797831
497	0.372737714
498	0.3725555121
499	0.3720798477
500	0.3714928165
501	0.3711571838
502	0.3710596304
503	0.3703887788
504	0.3701901256
505	0.3696431913
506	0.3690833191
507	0.3688268826
508	0.3680314214
509	0.3678839132
510	0.3670357914
511	0.3667133642
512	0.3661902066
513	0.3661056783
514	0.3657909419
515	0.365588717
516	0.3654136048
517	0.3651422234
518	0.3649567669
519	0.3647955168
520	0.3647044629
521	0.3642814824
522	0.3635904567
523	0.363461183
524	0.363116285
525	0.3624140695
526	0.36229738
527	0.3616216498
528	0.3611208542
529	0.3609485865
530	0.360290163
531	0.3600401086
532	0.3595744886
533	0.3590012442
534	0.3587212651
535	0.3580543774
536	0.3574602667
537	0.3573225454
538	0.3572125931
539	0.3567573875
540	0.3562662708
541	0.3561845639
542	0.355557003
543	0.3553341654
544	0.3552046103
545	0.3550903216
546	0.3547131329
547	0.3544522833
548	0.3538783109
549	0.3538012928
550	0.3534066782
551	0.3529041815
552	0.3528266955
553	0.3524346825
554	0.3522547344
555	0.3519935003
556	0.3518181284
557	0.3517357194
558	0.3515979824
559	0.3514670299
560	0.3512985449
561	0.3512279244
562	0.3511337826
563	0.3508817446
564	0.3507119885
565	0.3500140563
566	0.3497536373
567	0.3496294501
568	0.3494621497
569	0.3489446362
570	0.3487753107
571	0.3486822963
572	0.3485854097
573	0.3480740326
574	0.3476187505
575	0.3470031716
576	0.3466430072
577	0.3465476887
578	0.3460034996
579	0.3458076556
580	0.3456657985
581	0.3453078808
582	0.3450283607
583	0.3449312472
584	0.3442316831
585	0.3437734611
586	0.3437072809
587	0.3431660969
588	0.3428393341
589	0.342493428
590	0.3423946572
591	0.3418835952
592	0.3412765226
593	0.340873845
594	0.3407086937
595	0.3401642706
596	0.3397451455
597	0.3393201035
598	0.3391344671
599	0.3389245932
600	0.3384498958
601	0.3383793559
602	0.3381305532
603	0.3374115303
604	0.337311207
605	0.3371223617
606	0.3367312299
607	0.3362691952
608	0.3362054134
609	0.33593274
610	0.3356421601
611	0.3350820192
612	0.3349879815
613	0.3348627485
614	0.3345995339
615	0.3344786589
616	0.3343358984
617	0.3342490991
618	0.3337929532
619	0.3336776254
620	0.3330794197
621	0.332698634
622	0.3325937403
623	0.3325430678
624	0.3323547599
625	0.3322810437
626	0.3321394191
627	0.3315632544
628	0.3312904001
629	0.3310954115
630	0.3307628236
631	0.3303226381
632	0.3298511494
633	0.3297314506
634	0.3296566554
635	0.3292896845
636	0.3291316641
637	0.3290365096
638	0.328550366
639	0.3285047688
640	0.3284366064
641	0.3282402938
642	0.3278497421
643	0.3276734214
644	0.3271740781
645	0.3270289207
646	0.3269242958
647	0.3265985465
648	0.3262851134
649	0.3261136235
650	0.3256956168
651	0.3254042964
652	0.3249046079
653	0.3248301692
654	0.3244911707
655	0.3239172118
656	0.3237116007
657	0.3232718642
658	0.3228721857
659	0.3225567134
660	0.3223919264
661	0.3221516849
662	0.3217427404
663	0.3213851339
664	0.3211301701
665	0.3209876014
666	0.3206464651
667	0.3205332031
668	0.3201445202
669	0.3200298644
670	0.3199695671
671	0.3193436435
672	0.319268917
673	0.3190298829
674	0.3189036695
675	0.3184543511
676	0.3179667753
677	0.3178690396
678	0.3178081103
679	0.317653761
680	0.3174804313
681	0.3174295974
682	0.3171210751
683	0.3169613013
684	0.3168581222
685	0.3167346283
686	0.3166040579
687	0.3164813867
688	0.3164137972
689	0.3161638235
690	0.3158859589
691	0.3155500128
692	0.3154764947
693	0.3151574796
694	0.3148094586
695	0.3143852318
696	0.3143073584
697	0.3142119939
698	0.3141469694
699	0.3140846233
700	0.3139702087
701	0.3139199347
702	0.3134049706
703	0.3130128748
704	0.3128814077
705	0.3124881406
706	0.3123699183
707	0.3119532816
708	0.3118598508
709	0.3117555037
710	0.3115839396
711	0.3112445677
712	0.3108774624
713	0.3107718035
714	0.3107099764
715	0.3106582112
716	0.3105388213
717	0.3104371525
718	0.3101021029
719	0.3100463542
720	0.3099573365
721	0.3098501304
722	0.3096016315
723	0.3095438595
724	0.3094323097
725	0.3093559224
726	0.3092990959
727	0.3088097339
728	0.3086731967
729	0.3083450572
730	0.3082160426
731	0.3077224954
732	0.3072653191
733	0.3071292573
734	0.3067315695
735	0.3064028757
736	0.3059751883
737	0.3058797868
738	0.3057871484
739	0.3055474441
740	0.3054549261
741	0.3052547249
742	0.3052065848
743	0.3049724054
744	0.3045414218
745	0.3044035953
746	0.3043235105
747	0.3041845212
748	0.3041056736
749	0.3040566211
750	0.303635754
751	0.3033966965
752	0.3032322568
753	0.3029929317
754	0.302871044
755	0.3027977947
756	0.3026704014
757	0.3025886747
758	0.3023012074
759	0.3022304639
760	0.3017257182
761	0.3013938297
762	0.3011949049
763	0.300958988
764	0.3008970962
765	0.3008463998
766	0.3005918702
767	0.3002774955
768	0.2999284349
769	0.2994384046
770	0.2991409788
771	0.2990793874
772	0.2986632256
773	0.2983319945
774	0.2982531811
775	0.2981556581
776	0.2980249006
777	0.2979505342
778	0.2978312619
779	0.2977629399
780	0.2977091114
781	0.2972871354
782	0.2972406563
783	0.2972038523
784	0.2970225844
785	0.2969044717
786	0.2965401035
787	0.296492522
788	0.2963374076
789	0.2962379507
790	0.295993593
791	0.295922385
792	0.2958618003
793	0.2957445476
794	0.2957023388
795	0.2956556234
796	0.2955619864
797	0.2952276129
798	0.2949917827
799	0.2946685281
800	0.2943940169
801	0.2943486576
802	0.2942684528
803	0.2941924614
804	0.2937930022
805	0.2935510901
806	0.2932513039
807	0.2927533628
808	0.2922508572
809	0.291820421
810	0.2915934751
811	0.2913871256
812	0.2913116657
813	0.2909602114
814	0.2908967927
815	0.2905182693
816	0.2903874918
817	0.2900286111
818	0.2899853183
819	0.2894973969
820	0.2893223642
821	0.2892157001
822	0.2887608181
823	0.2886884777
824	0.2886069107
825	0.2884909014
826	0.2882257279
827	0.288089747
828	0.2878163613
829	0.2876160565
830	0.2872297389
831	0.2870273662
832	0.2869804518
833	0.2868470777
834	0.2866072108
835	0.2865430508
836	0.286427522
837	0.2862806407
838	0.2859060941
839	0.2858631593
840	0.2855374633
841	0.2854545887
842	0.2853591217
843	0.2852851577
844	0.2851678204
845	0.2851236347
846	0.2850715715
847	0.2850113162
848	0.2846058032
849	0.2841734365
850	0.2840970013
851	0.2840354989
852	0.283820626
853	0.2837491973
854	0.2837126657
855	0.2835797213
856	0.2832790135
857	0.2831810262
858	0.2829307886
859	0.2828735911
860	0.2828119703
861	0.2826630475
862	0.2824068251
863	0.2823276414
864	0.2822874409
865	0.2820126986
866	0.2819044719
867	0.281501386
868	0.2814242665
869	0.2812909778
870	0.2810796557
871	0.2809614969
872	0.280819145
873	0.2805738853
874	0.2804890613
875	0.2804119556
876	0.2803652747
877	0.2799965082
878	0.2799655216
879	0.279657548
880	0.2794777816
881	0.2793593061
882	0.2791526529
883	0.2790932932
884	0.279060464
885	0.2790077219
886	0.2787015983
887	0.2786129628
888	0.2784318895
889	0.2783080358
890	0.2781132409
891	0.2780556469
892	0.2778500349
893	0.2775788112
894	0.2772889634
895	0.2772580703
896	0.277211674
897	0.2770831012
898	0.2770344807
899	0.2769924682
900	0.2768074897
901	0.2766169752
902	0.2765622002
903	0.2764220504
904	0.2763973725
905	0.2760368795
906	0.2758362144
907	0.2757834466
908	0.2757509146
909	0.2757123616
910	0.2755609692
911	0.2755189685
912	0.2754806245
913	0.2753129282
914	0.2749721432
915	0.2749370801
916	0.2748636242
917	0.27476855
918	0.2745270166
919	0.2744255672
920	0.2743504414
921	0.274052655
922	0.2738994019
923	0.2738597763
924	0.2736965553
925	0.273415857
926	0.2733330829
927	0.2731143734
928	0.2729167269
929	0.2727489742
930	0.2725960314
931	0.2723928197
932	0.2721739555
933	0.2720552904
934	0.2719484763
935	0.2719068377
936	0.2718413661
937	0.2715701771
938	0.271387619
939	0.2713338316
940	0.2711982347
941	0.2711003507
942	0.2710599369
943	0.271013449
944	0.2706477778
945	0.2706004818
946	0.2705190023
947	0.2704655458
948	0.2703447158
949	0.2703025035
950	0.2701509453
951	0.2700580866
952	0.2698538191
953	0.2698071596
954	0.2697660159
955	0.2697401622
956	0.269613913
957	0.2695356274
958	0.2694093881
959	0.2692552965
960	0.2690943534
961	0.2689419503
962	0.2688930539
963	0.2687437192
964	0.2686860893
965	0.2686585233
966	0.2685460858
967	0.2685079796
968	0.2684089288
969	0.2683705506
970	0.2682673189
971	0.2681975175
972	0.2680672708
973	0.2680448359
974	0.2679988714
975	0.2679626447
976	0.2678268526
977	0.267756888
978	0.2674932777
979	0.2674504068
980	0.2674040542
981	0.2673239679
982	0.2672801518
983	0.2670650803
984	0.2670318809
985	0.2667156516
986	0.2665693406
987	0.266528745
988	0.2663604096
989	0.2660258301
990	0.2659787879
991	0.2658387684
992	0.2657736553
993	0.2657399321
994	0.2655786445
995	0.2654342335
996	0.2653734252
997	0.2652590942
998	0.2648571369
999	0.2645265226
1000	0.2644823134
1001	0.2642291939
1002	0.26419749
1003	0.2638877459
1004	0.263500493
1005	0.2632415493
1006	0.2630072735
1007	0.2629664371
1008	0.262769018
1009	0.2627348348
1010	0.2625902938
1011	0.2625315294
1012	0.2623721147
1013	0.2622714798
1014	0.2622317743
1015	0.2620829809
1016	0.2619293472
1017	0.2618892131
1018	0.2617631592
1019	0.261729062
1020	0.2613211037
1021	0.261298447
1022	0.2611287105
1023	0.2607936393
1024	0.2607138047
1025	0.2604134591
1026	0.2602581213
1027	0.2602248145
1028	0.2600969246
1029	0.2600643236
1030	0.2600271065
1031	0.2598176074
1032	0.2596517532
1033	0.2594177412
1034	0.2593823258
1035	0.2592659497
1036	0.2591767653
1037	0.2588513935
1038	0.2587775654
1039	0.2586890638
1040	0.2586584281
1041	0.2585835497
1042	0.2585150758
1043	0.2584705111
1044	0.2584289383
1045	0.2583055579
1046	0.2581634726
1047	0.2581168016
1048	0.2578568889
1049	0.2578172626
1050	0.2577226522
1051	0.2576575903
1052	0.2576251619
1053	0.2574838681
1054	0.2574225489
1055	0.257193664
1056	0.2571484632
1057	0.257031851
1058	0.2570016666
1059	0.2567735466
1060	0.2566506361
1061	0.2564437025
1062	0.2564048472
1063	0.2561338591
1064	0.2560626036
1065	0.2558146486
1066	0.2557328005
1067	0.2556304102
1068	0.2555246897
1069	0.2554064155
1070	0.2553648892
1071	0.2553304977
1072	0.2551795989
1073	0.2550637954
1074	0.2550388913
1075	0.2548878063
1076	0.2547430642
1077	0.254607237
1078	0.2545680199
1079	0.2544706354
1080	0.2542539564
1081	0.2541939265
1082	0.2541579122
1083	0.2540267668
1084	0.2538479557
1085	0.2536482865
1086	0.2533986768
1087	0.2533012957
1088	0.2532136005
1089	0.2531788035
1090	0.2529708371
1091	0.2528060363
1092	0.2527205219
1093	0.2526496286
1094	0.2525924094
1095	0.2524682076
1096	0.2524446163
1097	0.2524086038
1098	0.2523130388
1099	0.2522304487
1100	0.2521940527
1101	0.25216557
1102	0.2520735438
1103	0.2520263511
1104	0.2520045013
1105	0.2518957672
1106	0.2517937823
1107	0.2515977001
1108	0.2515049935
1109	0.2513072396
1110	0.2512639907
1111	0.2512191416
1112	0.2511372985
1113	0.2510529955
1114	0.2510228965
1115	0.2509430102
1116	0.250787147
1117	0.2507336059
1118	0.2505425826
1119	0.2504265734
1120	0.2503124128
1121	0.2502781483
1122	0.2502043028
1123	0.2501858412
1124	0.2501200947
1125	0.2500863175
1126	0.2499495058
1127	0.2499042285
1128	0.2498282984
1129	0.2498048805
1130	0.2496931141
1131	0.2496729945
1132	0.2495803423
1133	0.2493823804
1134	0.2492950178
1135	0.2491430788
1136	0.2490173724
1137	0.2488919417
1138	0.2488080519
1139	0.2487696459
1140	0.2486516874
1141	0.2485667478
1142	0.2485111005
1143	0.2484406609
1144	0.2482430382
1145	0.2480637598
1146	0.2478548944
1147	0.2476967642
1148	0.247565054
1149	0.2474954571
1150	0.2474114467
1151	0.2473333177
1152	0.2472823492
1153	0.2471243888
1154	0.2470104637
1155	0.2468878094
1156	0.2468507207
1157	0.2467670581
1158	0.2467014205
1159	0.2466750194
1160	0.2466027744
1161	0.2465641829
1162	0.2465359849
1163	0.2464417936
1164	0.2462895911
1165	0.2462237608
1166	0.2461408609
1167	0.246033844
1168	0.2458792489
1169	0.245782983
1170	0.2456815831
1171	0.2456264614
1172	0.245593431
1173	0.2454018917
1174	0.2453140103
1175	0.2452887808
1176	0.2451973964
1177	0.2451778517
1178	0.2451231661
1179	0.2450298733
1180	0.244923174
1181	0.2448852073
1182	0.2448502378
1183	0.2448300654
1184	0.244754081
1185	0.2446526715
1186	0.2445953811
1187	0.2445320724
1188	0.2444540716
1189	0.2443660127
1190	0.2443005243
1191	0.2442467558
1192	0.2441333692
1193	0.2440739297
1194	0.2440409838
1195	0.244009848
1196	0.2439130402
1197	0.2438754748
1198	0.2438427164
1199	0.243653628
1200	0.2436355915
1201	0.2435556437
1202	0.2435028044
1203	0.2433321793
1204	0.2432647926
1205	0.2432279874
1206	0.24315152
1207	0.2430232254
1208	0.2427970084
1209	0.2427233201
1210	0.2425950993
1211	0.2424823853
1212	0.2424417661
1213	0.2423701171
1214	0.2422326905
1215	0.2420593174
1216	0.2420133923
1217	0.2419470541
1218	0.241868486
1219	0.2417327885
1220	0.2416618328
1221	0.2414893296
1222	0.2414337733
1223	0.2413722869
1224	0.2413564748
1225	0.2411619724
1226	0.2411107781
1227	0.2410354336
1228	0.2409593065
1229	0.240898883
1230	0.2408364731
1231	0.2407756635
1232	0.2406938675
1233	0.2406621684
1234	0.2405824572
1235	0.240504786
1236	0.2403993001
1237	0.2403634537
1238	0.2403149937
1239	0.2402830841
1240	0.2401778398
1241	0.2401250195
1242	0.2401092452
1243	0.2399437421
1244	0.239862621
1245	0.2398331014
1246	0.2396998844
1247	0.239612146
1248	0.2395754744
1249	0.2395591285
1250	0.2394737603
1251	0.2393918607
1252	0.2393662344
1253	0.2393220565
1254	0.2392592211
1255	0.2392110468
1256	0.2391286745
1257	0.2390749548
1258	0.2390623668
1259	0.2390374737
1260	0.2389811307
1261	0.2389111729
1262	0.2388780069
1263	0.2388496706
1264	0.238819325
1265	0.2387902475
1266	0.238670542
1267	0.2386055769
1268	0.2385528879
1269	0.2384284977
1270	0.238312605
1271	0.2382609544
1272	0.2381732227
1273	0.2380486599
1274	0.2379859822
1275	0.2378987398
1276	0.2378216127
1277	0.2378046025
1278	0.23753074
1279	0.2374225227
1280	0.2373192548
1281	0.2372610303
1282	0.2371851982
1283	0.2370858316
1284	0.236930105
1285	0.2368661529
1286	0.2366034707
1287	0.2365614746
1288	0.2364872576
1289	0.2364092827
1290	0.2363839468
1291	0.2363257545
1292	0.2360850997
1293	0.2359908792
1294	0.235914278
1295	0.2358961453
1296	0.2358492871
1297	0.2358206282
1298	0.2358008847
1299	0.2357803669
1300	0.2357359199
1301	0.2357045646
1302	0.2356408766
1303	0.2355680921
1304	0.2355266179
1305	0.235453952
1306	0.2354020122
1307	0.2353823254
1308	0.2353617912
1309	0.2353345419
1310	0.2353042219
1311	0.2352665964
1312	0.2350970572
1313	0.2349881439
1314	0.2348112336
1315	0.2347523861
1316	0.2347289943
1317	0.2345786378
1318	0.2345111924
1319	0.2344503388
1320	0.2343969135
1321	0.2342489207
1322	0.2342187617
1323	0.2341932919
1324	0.2340692013
1325	0.2340007191
1326	0.2339388687
1327	0.2339056376
1328	0.2338663857
1329	0.2338246935
1330	0.2337410118
1331	0.2337016808
1332	0.2336416854
1333	0.2335787413
1334	0.2335462616
1335	0.2335091391
1336	0.2334747889
1337	0.2334377968
1338	0.2333876657
1339	0.2333674238
1340	0.2332785574
1341	0.2332173608
1342	0.2331681368
1343	0.2331365285
1344	0.2330681955
1345	0.2330053866
1346	0.232979332
1347	0.2328933709
1348	0.2327898274
1349	0.2326872243
1350	0.2325965536
1351	0.2325588515
1352	0.2325226695
1353	0.2324558058
1354	0.2324318077
1355	0.232414593
1356	0.2323693734
1357	0.2323311557
1358	0.2322495779
1359	0.2322027607
1360	0.2320729914
1361	0.2318137203
1362	0.2316427539
1363	0.2315873141
1364	0.2314584262
1365	0.2313836888
1366	0.231352141
1367	0.2312550283
1368	0.231230554
1369	0.2311942812
1370	0.2311356036
1371	0.2311113626
1372	0.2310257023
1373	0.230990437
1374	0.2309693317
1375	0.2309234685
1376	0.2308955028
1377	0.2308325514
1378	0.2307937483
1379	0.2307580926
1380	0.2307242631
1381	0.2305315657
1382	0.2304829137
1383	0.2303539851
1384	0.2303293487
1385	0.2302609138
1386	0.2302156113
1387	0.2301847094
1388	0.230105086
1389	0.2300848114
1390	0.2300073318
1391	0.229885353
1392	0.2298388426
1393	0.2297549204
1394	0.2295055859
1395	0.2294611386
1396	0.2294115563
1397	0.2293346455
1398	0.2289902779
1399	0.2289663427
1400	0.2289327271
1401	0.2287791104
1402	0.2286624599
1403	0.2286038381
1404	0.2284541321
1405	0.2281735975
1406	0.2281258063
1407	0.2280069499
1408	0.2279817879
1409	0.2279533491
1410	0.2278650789
1411	0.2278381045
1412	0.2277190552
1413	0.2276782314
1414	0.2276062109
1415	0.2275670437
1416	0.2275436054
1417	0.2275251414
1418	0.2274554085
1419	0.2274090551
1420	0.2273431175
1421	0.2272699742
1422	0.2271311273
1423	0.2270512418
1424	0.226987917
1425	0.2269045682
1426	0.2268311396
1427	0.2267906153
1428	0.2266353941
1429	0.2266060744
1430	0.2265369842
1431	0.2265191014
1432	0.2264485139
1433	0.2263994078
1434	0.2263627754
1435	0.2263492187
1436	0.2263190684
1437	0.2263063608
1438	0.2262688561
1439	0.2262234613
1440	0.2261436689
1441	0.2260154694
1442	0.2259628161
1443	0.2258878963
1444	0.2258722903
1445	0.225829198
1446	0.2257478449
1447	0.2256747208
1448	0.2255337014
1449	0.2254808421
1450	0.2253612484
1451	0.2253391771
1452	0.2252287145
1453	0.2252095688
1454	0.2251217141
1455	0.2250812585
1456	0.2250508362
1457	0.2249921774
1458	0.2249453948
1459	0.224885989
1460	0.224836057
1461	0.2248055425
1462	0.22471953
1463	0.2247073813
1464	0.2245984328
1465	0.2245611843
1466	0.2245236338
1467	0.2244990234
1468	0.2244508996
1469	0.2243637759
1470	0.224271659
1471	0.2242286159
1472	0.224207678
1473	0.2241332088
1474	0.2240986019
1475	0.2240850958
1476	0.2240446909
1477	0.223972441
1478	0.2239414174
1479	0.2239260106
1480	0.2238578121
1481	0.2237347738
1482	0.2237073339
1483	0.2236736233
1484	0.2235207667
1485	0.2234642167
1486	0.2234234354
1487	0.2233541716
1488	0.2233051397
1489	0.2232781371
1490	0.2232123648
1491	0.2231449248
1492	0.2231116456
1493	0.223023538
1494	0.2230024861
1495	0.2229691594
1496	0.2229365676
1497	0.2229129438
1498	0.2228898276
1499	0.2228478364
