Date,Open,High,Low,Close,Volume,MA_5,MA_20,RSI_14,Daily_Return
2025-07-03,57.279998779296875,161.0,55.0,135.0,37559900,55.5330002784729,17.99800009727478,98.88763042047009,1.3076923076923075
2025-07-07,105.58000183105469,124.58000183105469,92.5,107.4800033569336,18875600,76.1760009765625,22.98450026512146,79.77732073810435,-0.20385182698567705
2025-07-08,115.76000213623047,134.47999572753906,110.84300231933594,111.5,16378700,91.69600067138671,28.182250261306763,80.37397146985583,0.03740227500474003
2025-07-09,120.98999786376953,126.0,57.0099983215332,66.72000122070312,22549000,95.84000091552734,31.17375032901764,59.36320504632232,-0.40161433882777464
2025-07-10,57.33000183105469,59.0,43.599998474121094,46.0099983215332,14756000,93.34200057983398,33.1367502450943,52.5245656796149,-0.3104017164307791
2025-07-11,52.06999969482422,52.20000076293945,38.02000045776367,40.619998931884766,9386300,74.46600036621093,34.852750182151794,50.88168110209201,-0.11714843699800481
2025-07-14,47.400001525878906,59.0,40.27000045776367,41.02000045776367,28576700,61.17399978637695,36.62325019836426,51.00416003827898,0.009847403653300502
2025-07-15,42.970001220703125,43.97999954223633,39.099998474121094,39.959999084472656,12653300,46.86599960327148,38.37325015068054,50.64376948563971,-0.025841086335005037
2025-07-16,47.880001068115234,51.68000030517578,44.119998931884766,44.79999923706055,44187000,42.481999206542966,40.37575011253357,52.301065576385234,0.12112112771465444
2025-07-17,48.20000076293945,48.59000015258789,40.099998474121094,41.900001525878906,28308400,41.65999984741211,42.229750180244444,51.19190012129819,-0.06473209286982828
2025-07-18,47.029998779296875,48.0,41.150001525878906,42.349998474121094,32630200,42.00599975585938,44.11225011348724,51.36426068926754,0.010739783576481532
2025-07-21,45.0,46.83000183105469,39.15999984741211,39.56999969482422,34070300,41.715999603271484,45.860250091552736,50.18518611312253,-0.065643421002616
2025-07-22,41.529998779296875,42.65999984741211,37.099998474121094,40.33000183105469,27210900,41.79000015258789,47.6567501783371,50.51958778010232,0.019206523681876142
2025-07-23,41.5,42.189998626708984,38.54999923706055,39.5,22067200,40.73000030517578,49.4107501745224,50.12385384156397,-0.02058025770818528
2025-07-24,40.45000076293945,45.70000076293945,38.29999923706055,41.75,50727700,40.7,51.27975018024445,51.2389308711692,0.05696202531645578
2025-07-25,41.22999954223633,42.189998626708984,38.77000045776367,39.79999923706055,29196800,40.19000015258789,53.04875013828278,50.191609301681225,-0.04670660510034619
2025-07-28,41.4900016784668,41.4900016784668,34.38999938964844,35.11000061035156,48779500,39.29800033569336,54.591000175476076,47.66795906594886,-0.11783916373399828
2025-07-29,32.29999923706055,34.52000045776367,30.600000381469727,32.0,49105000,37.63199996948242,54.496000099182126,46.015705969195416,-0.08857876833629663
2025-07-30,33.040000915527344,36.720001220703125,32.7400016784668,34.400001525878906,39294600,36.6120002746582,53.91600017547607,47.527245827208404,0.07500004768371582
2025-07-31,35.900001525878906,36.68000030517578,33.709999084472656,34.63999938964844,25853200,35.19000015258789,52.7230001449585,47.68499206652025,0.006976681776859284
2025-08-01,32.93000030517578,33.540000915527344,30.299999237060547,31.68000030517578,31156200,33.566000366210936,47.557000160217285,45.85406161109452,-0.08545032149617182
2025-08-04,33.0,33.93000030517578,30.940000534057617,31.1299991607666,35928300,32.77000007629395,43.739499950408934,45.50443813206617,-0.017361147067897043
2025-08-05,31.489999771118164,33.869998931884766,30.670000076293945,33.29999923706055,25646900,33.02999992370606,39.829499912261966,47.214524547072486,0.06970768181159515
2025-08-06,33.0,39.279998779296875,31.850000381469727,38.470001220703125,46866100,33.8439998626709,38.416999912261964,51.147819537668475,0.15525531838117068
2025-08-07,41.709999084472656,43.45000076293945,39.689998626708984,41.279998779296875,65922100,35.17199974060058,38.180499935150145,53.189488759322956,0.07304386455494871
2025-08-08,43.13999938964844,54.43000030517578,42.630001068115234,51.43000030517578,92117400,39.121999740600586,38.721000003814694,59.735394220952436,0.24588182718090157
2025-08-11,57.959999084472656,70.0,56.5,58.97999954223633,147160700,44.69199981689453,39.61899995803833,63.79144196046677,0.146801462031116
2025-08-12,64.66000366210938,67.58699798583984,55.619998931884766,62.439998626708984,128927000,50.51999969482422,40.742999935150145,65.50631871092014,0.05866393881530807
2025-08-13,67.23999786376953,71.73999786376953,60.29999923706055,61.630001068115234,107425100,55.15199966430664,41.584500026702884,64.7333847182435,-0.012972414740689442
2025-08-14,58.20000076293945,63.75,57.18000030517578,60.45000076293945,70142500,58.986000061035156,42.51199998855591,63.55685020203053,-0.01914652417207674
2025-08-15,61.0,61.0,54.099998474121094,57.810001373291016,59864200,60.262000274658206,43.2850001335144,60.8904111936963,-0.04367244592769237
2025-08-18,55.66999816894531,57.29999923706055,52.650001525878906,54.869998931884766,47985500,59.44000015258789,44.05000009536743,57.97347346434743,-0.05085629426683547
2025-08-19,54.45000076293945,55.29999923706055,47.77000045776367,49.779998779296875,50724600,56.90800018310547,44.52249994277954,53.22003180038078,-0.0927647211895627
2025-08-20,50.279998779296875,52.41999816894531,47.25,52.060001373291016,53584500,54.99400024414062,45.150500011444095,54.999926457213185,0.04580157994986478
2025-08-21,50.0,51.33000183105469,47.72999954223633,47.72999954223633,37030700,52.45,45.44949998855591,51.0290253380487,-0.08317329459918454
2025-08-22,47.75,55.7400016784668,47.02000045776367,53.4900016784668,83415600,51.58600006103516,46.13400011062622,55.619316160061715,0.12067886426718766
2025-08-25,52.59000015258789,55.0099983215332,49.279998779296875,49.599998474121094,54505100,50.53199996948242,46.8585000038147,52.06956889183216,-0.0727239312447373
2025-08-26,50.25,51.25,48.547000885009766,49.95000076293945,45703700,50.566000366210936,47.75600004196167,52.36415433124186,0.00705649797551855
2025-08-27,48.650001525878906,49.099998474121094,44.52000045776367,46.029998779296875,65636500,49.35999984741211,48.337499904632566,48.75024827146353,-0.07847851699235675
2025-08-28,47.02000045776367,48.0,45.150001525878906,45.56999969482422,37734100,48.927999877929686,48.88399991989136,48.32874240522808,-0.009993462886632831
2025-08-29,45.15999984741211,46.22999954223633,43.45000076293945,43.619998931884766,34396900,46.95399932861328,49.480999851226805,46.49354840086957,-0.04279132710112643
2025-09-02,43.189998626708984,45.04999923706055,41.77000045776367,42.4900016784668,36127300,45.53199996948242,50.04899997711182,45.41726956858613,-0.025905485582026877
2025-09-03,43.5099983215332,46.11000061035156,43.029998779296875,44.86000061035156,40496300,44.513999938964844,50.62700004577637,48.12938962393343,0.05577780273625743
2025-09-04,43.459999084472656,43.86000061035156,40.40999984741211,42.189998626708984,42147700,43.74599990844727,50.81299991607666,45.39292440138045,-0.05951854541496526
2025-09-05,43.849998474121094,44.27000045776367,39.70000076293945,42.040000915527344,42793500,43.04000015258789,50.851000022888186,45.237315607489876,-0.0035552907339201356
2025-09-08,42.04999923706055,44.5,41.91999816894531,43.790000915527344,37762000,43.07400054931641,50.469000053405765,47.49859886645375,0.04162702097738635
2025-09-09,45.279998779296875,45.52000045776367,43.45000076293945,44.599998474121094,27443600,43.49599990844727,49.75,48.55742172998644,0.01849731769031626
